variable,descripcion,tablas_fuente,dominio,p_featuregroup
cat_ubicgeo,clasificación por código de ubigeo,e_perm_aws.tbl_per_inf_mdl,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
prm_gastprmmen,"promedio ponderado de la suma de todos los gastos promedio mensual de la manzana, de sector economico de la a hasta la e, al año 2022",e_perm_aws.t_rsk_vars_constr_enrich,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_hogrefcongmnz,cantidad de hogares que poseen refrigeradora o congeladora entre cantidad total de hogares en la manzana,e_perm_aws.t_rsk_vars_constr_enrich,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_vivinddep,cantidad de viviendas cuyo tipo es de casa tanto independiente como departamento en edificio entre cantidad de viviendas en la manzana,e_perm_aws.t_rsk_vars_constr_enrich,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_vivmatnob,cantidad de viviendas con material de construccion en las paredes de tipo ladrillo o bloque de cemento entre la cantidad de viviendas en la manzana,e_perm_aws.t_rsk_vars_constr_enrich,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
carrera,carrera que estudio,e_perm_aws.cls_admtcrbank_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ciuu_agrup,ciuu agrupado,e_perm_aws.cls_admtcrbank_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
fch_ultaltsunat,fecha última alta sunat,e_perm_aws.cls_admtcrbank_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
flg_clipas,flag de cliente pasivo,e_perm_aws.cls_admtcrbank_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
nse_pred,Nivel socieconomico,e_perm_aws.cls_admtcrbank_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
tnd_estud9_10_2017,ratio de hogares y entre mzna con estudios superiores,e_perm_aws.cls_admtcrbank_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
var_gstprmcenso2018,promedio de gasto censo 2018,e_perm_aws.cls_admtcrbank_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
flg_clientedig,indicador de digitabilidad,"e_perm_aws.cls_admtcrnobk_rsk, e_perm_aws.t_moviles_cons_rsk",ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
flg_fb,flag que indica si el cliente se encuentra en la tabla facebook,e_perm_aws.cls_admtcrnobk_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
grp_ubigeosunat,ubicacion sunat,"e_perm_aws.t_mst_princ_sunat_rsk, e_perm_aws.t_mst_sec_sunat_rsk, e_perm_aws.cls_admtcrnobk_rsk",ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
nro_hijos,número de hijos del cliente,e_perm_aws.cls_admtcrnobk_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
prp_perestudio,proporcion de personas con estudio superior,"censo_enrich_view, e_perm_aws.cls_admtcrnobk_rsk",ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
prp_pobcomputador,proporción de la población con computador,"censo_enrich_view, e_perm_aws.cls_admtcrnobk_rsk",ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
prp_pobsinseguro,proporción de la población que no tienen seguro,"censo_enrich_view, e_perm_aws.cls_admtcrnobk_rsk",ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
flg_gys,indicador si el cliente pertenece al universo de gys,e_perm_aws.t_alertaibk_feve_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
fch_alta,fecha de alta,e_perm_aws.t_mst_princ_sunat_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ubigeo,agrupacion de ubigeos,e_perm_aws.cls_admtcrbank_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
sexo,Género de la persona,e_perm_aws.t_agg_dts_proactivo_hist_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
procedencia,Procedencia profesional,e_perm_aws.t_mst_profesiones_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
est_cvl,Estado civil de la persona.,e_perm_aws.t_mst_reniec_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_paprisalud,Ratio de personas afiliada a seguro privado de salud,"e_perm_aws.t_agg_censo_enrich_rsk, e_perm_aws.t_cat_censo_enrich_rsk",ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
est_civil,Estado civil,e_perm_aws.t_mst_reniec_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
cod_estratoingr,Indica el estrato de ingreso alto,t_agg_censo_enrich_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_pertelfijmzna,Ratio de personas con teléfono fijo dentro de la manzana del modelo,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_perestsupmzna,Proporcion de personas con estudios superiores dentro de la manzana del modelo,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_vmatconspared,Ratio de viviendas con material de construccion en las paredes del modelo,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_ocupintelectuales,Ratio de personas con ocupación principal (PROFESIONALES CIENTÍFICOS E INTELECTUALES),,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
id_manzana,Id manzana,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_persegprivmzna,Proporcion de personas con seguro privado dentro de la manzana del modelo,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_hogsegprivmzna,Proporcion de hogares con equipos en la vivienda dentro de la manzana del modelo,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
prm_ingxhog,Promedio de ingresos en hogares,e_perm_aws.ds_cls_infingibk_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
rat_vpisopqtlamina,"Ratio de viviendas con piso parquet, lamina y loseta",e_perm_aws.ds_cls_infingibk_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
flg_cliente,Flag nro documento de RENIEC pero no de facebook,"e_perm_aws.ds_cls_infingibk_rsk, e_perm_aws.t_consolidado_rsk",ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
flg_base,Flag nro documento de facebook que se almacena del dataset de inferencia ingresos Intercorp,"t_facebook_rsk, t_mst_reniec_rsk",ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
flg_tenenchijos,Indica el tenencia de hijos,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
region,Region del cliente,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
flg_ruc,Flag tenencia de RUC,t_mst_princ_sunat_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
institucion,Institucion de procedencia,t_mst_profesiones_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
categoria,Categoria de profesiones,t_mst_profesiones_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ciiu,"Clasificación Industrial Internacional Uniforme de todas las actividades económicas, en la base SUNAT.",t_mst_princ_sunat_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
lvl_edu,"Categoria del nivel educativo del cliente reportado en el  ultimo mes (SECUNDARIA COMPLETA, missing, Otros, SUPERIOR COMPLETA)",t_sentinel_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
nro_trxtot12m,ratio de personas con ocupación principal (profesionales científicos e intelectuales) ,e_perm_aws.ds_cls_infinteval_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
prm_trxtc12m,"proporcion de personas con ocupacion principal (servicios, vendedores de comercio y mercados) en la mzna ",e_perm_aws.ds_cls_infinteval_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
flg_clidp,identificación si el cliente es dependiente ,e_perm_aws.t_agg_dependiente_hist_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
lvl_socioeconomico,nivel socioeconómico ,e_perm_aws.t_rsk_vars_constr_enrich,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
prop_estsuplvlcens,proporción de estudios superiores a nivel de manzana censada ,e_perm_aws.t_rsk_vars_constr_enrich,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
prop_hognsec_lvlmanzcens,proporción de hogares de nivel socioeconomico c a nivel de manzana censada,e_perm_aws.t_rsk_vars_constr_enrich,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
prop_hogsegpriv_lvlmanzcens,proporción de hogares con seguro privado a nivel de manzana censada ,e_perm_aws.t_rsk_vars_constr_enrich,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
propvi_tndpropia_lvlmanzcens,proporción de viviendas con tenencia propia a nivel de manzana censada ,e_perm_aws.t_rsk_vars_constr_enrich,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ubigeo_cat,agrupación de ubigeos en regiones y zonas de lima ,e_perm_aws.tbl_per_inf_mdl,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
sld_totibkm01,ratio de viviendas con material de construccion en las paredes ,e_perm_aws.t_rsk_vars_mdl_rcc_ratsldo,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
tnd_pctusotc12m,estrato de ingreso alto ,e_perm_aws.t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
tip_contri,Identificador de tipo de contribuyente,e_perm_aws.ds_rtd_rskvol_cas_ingr_ir,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
sit_lab,Situación laboral del cliente.,e_perm_aws.ds_rtd_rskvol_cas_ingr_ir,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ingreso_activo_dep,Valor del ingreso dependiente de fuente reciente,e_perm_aws.ds_rtd_rskvol_cas_ingr_ir,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ing_22,Descripcion suma del ingreso promedio mensual del hogar dentro de la manzana al año 2022,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
g3_22,"Descripcion suma de gasto promedio mensual del hogar en alquiler de vivienda, combustible, electricidad y conservación de la vivienda dentro de la manzana al año 2022",,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
g4_22,"Descripcion suma de gasto promedio mensual del hogar en muebles, enseres y mantenimiento de la vivienda del dentro de la manzana al año 2022",,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
g6_22,Descripcion suma de gasto promedio mensual del hogar en transporte y comunicaciones dentro de la manzana al año 2022,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
g7_22,"Descripcion suma de gasto promedio mensual del hogar en esparcimiento, diversión, servicio, cultura y de enseñanza dentro de la manzana al año 2022",,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
g8_22,Descripcion suma de gasto promedio mensual del hogar en otros bienes y servicios dentro de la manzana al año 2022,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ocup_1,Descripcion cantidad de personas que en su trabajo se desempeño como - empleador (a) O PATRONO(a),,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ocup_2,Descripcion cantidad de personas que en su trabajo se desempeño como - trabajador (a) INDEPENDIENTE O POR CUENTA PROPIA,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ocup_3,Descripcion cantidad de personas que en su trabajo se desempeño como - empleado (a),,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ocup_4,Descripcion cantidad de personas que en su trabajo se desempeño como - obrero (a),,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ocup_5,Descripcion cantidad de personas que en su trabajo se desempeño como - trabajador (a) en negocio de un familiar,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ocup_6,Descripcion cantidad de personas que en su trabajo se desempeño como - trabajador (a) DEL HOGAR,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
acteco16,Descripcion cantidad de personas con actividad economica a la que se dedica según - p. enseñanza,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
acteco8,Descripcion cantidad de personas con actividad economica a la que se dedica según - h. transporte y almacenamiento,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
acteco19,Descripcion cantidad de personas con actividad economica a la que se dedica según - s. otras actividades de servicios,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
sc_genero,Variable origen de genero,e_perm_aws.t_mst_reniec_rsk,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
sc_flag_dependiente,Flag dependiente origen para situacion laboral dependiente,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
sc_flag_independiente,Flag independiente origen para situacion laboral dependiente,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
sc_flag_informal,Flag informal origen para situacion laboral dependiente,,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ingresos,Ingresos,e_perm_aws.tbl_rsk_inf_mdl,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ptj_buro,Puntaje de buró,e_perm_aws.tbl_per_inf_mdl,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ctd_veh,Cantidad de vehículos,e_perm_aws.tbl_per_inf_mdl,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
ctd_hijos,Cantidad de hijos del cliente,e_perm_aws.tbl_per_inf_mdl,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
edad,Edad del cliente,e_perm_aws.tbl_per_inf_mdl,ibk-fs-acoe-infpers,ibk-fs-group-per-sociodem-mes
flg_adiministrador_empresas,,,,ibk-fs-group-per-sociodem-mes
cre_lin_tc_rcc_ibk_0m_2m,Crecimiento de la linea de tarjeta de crédito total en ibk del mes actual respecto a los ultimos 2 meses,tbl_rcc_agg01_allsf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
cre_pas_6m_sldtotfinprm,Crecimiento del saldo total en Pasivos Retail en Interbank hace seis meses.,tbl_sldibk_agg01_pas_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
cre_pas_9m_sldtotfinprm,Crecimiento del saldo total en Pasivos Retail en Interbank hace 9 meses.,tbl_sldibk_agg01_pas_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
cre_sld_vig_pp_rcc_ibk_0m_3m,Crecimiento del saldo vigente del mes actual en prestamos personales ibk respecto a los 3 ultimos meses,tbl_rcc_agg01_allsf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
ctd_cta_12m_nmes,Cantidad de líneas de tarjetas de crédito en los últimos 12 meses.,v_aws_360_cliente_mes,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
ctd_ibk_cuentas_adic,Cuentas adicionales en IBK,v_fct_saldos_mensuales,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
ctd_ibk_cuentas_adic_act,Cuentas adicionales en IBK activas,v_fct_saldos_mensuales,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
ctd_ypprod,Antigüedad de su primer producto en años.,t_seg_primer_producto,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
fch_altatc,Antigüedad en meses de cliente en TC - YYYYMMDD,e_perm_aws.tbl_maeplasticotc_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
fch_altatd,Antigüedad en meses de tarjeta de debito,e_perm_aws.t_dim_cap_saldos_mensual,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
flg_1m_cuenta_millo_exist,Flag cuenta millonaria activa hace 1 mes,v_fct_saldos_mensuales,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
flg_ctd_sf_pp_03m,flag de presencia de saldo préstamo personal en los 3 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
flg_cuenta_millo_previa,Flag cuenta millonaria previa,v_dim_cuenta_cap_savimp,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
flg_parque_tc_s,Flag si está en el parque tarjeta de crédito,t_aws_360_cliente_mes_d3,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
flg_pasibk,Flag Tenencia Pasivos en IBK,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
flg_sld_ibk_pp_03m,Flag de presencia de préstamos en interbank en los 3 últimos meses en interbank,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
flg_sld_sf_pp_03m,flag de saldo préstamos en el sistema financiero en los 3 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
flg_tcibk,Tenencia de Tarjeta de Crédito IBK,e_perm_aws.v_aws_360_cliente_mes,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_abono_u1m,"Máximo de abono en el último 1 mes, de la fuente abonos, de diferentes productos del banco, estandarizado",e_perm_aws.t_rsk_vars_abono_cobranza,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_clfibk_06m,Máxima clasificación deudor IBK en los últimos 6 meses,e_perm_aws.t_rsk_bkp_cierre_mensual,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_pas_12m_npas,Máximo número de pasivos en los últimos 12 meses.,v_aws_360_cliente_mes,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_pas_12m_sald_pas,Máximo saldo pasivo los últimos 12 meses.,v_aws_360_cliente_mes,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_prod_12m_nprod,Máximo número de productos en los últimos 12 meses.,v_aws_360_cliente_mes,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_rat_ibk_tc_06m,máximo porcentaje utilización de línea tarjeta de crédito en los 6 últimos meses en interbank,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_rat_sf_tc_03m,máximo porcentaje utilización en los 3 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_rat_sf_tc_06m,máximo porcentaje de utilización en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_sld_ibk_06m,Máximo saldo total en interbank en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_sld_ibk_pp_06m,máximo saldo en saldo préstamo personal considerando los 6 últimos meses en interbank,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_sld_sf_ent_hip_06m,Máximo saldo en hipotecario en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_sld_sf_pp_06m,máximo saldo en préstamo personal considrando los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
max_sld_sf_tc_03m,máximo saldo tarjeta de crédito en los 3 últimos meses en el sistema financiero,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
agp_maxdiaatrarepleg12m,Agrupamiento del máximo días de atraso del representante legal en los 12 últimos meses,wrk_var_rcc_rl (t_mst_rep_legal_sunat_rsk),ibk-fs-acoe-infocli,ibk-fs-group-emp-rskibk-mes
max_sldpas_12m,Maximo saldo pasivo en los últimos 12 meses sin cuenta sueldo,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk",ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
min_cre_ctd_tc_06m,mes más reciente de incremento de créditos en tarjeta de crédito en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
min_cre_rat_sf_tc_06m,mes más reciente que incrementa porcentaje utilización de tarjeta de crédito en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
min_cre_sld_sf_pp_06m,mes más reciente con incremento en saldo préstamo personal en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
min_pasctasld_12m,Mínimo saldo de pasivos en los últimos 12 meses (CUENTA SUELDO),"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
min_sld_sf_pp_06m,mes más reciente con presencia en saldos en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
min_sldpas_03m,Mínimo saldo de pasivos a fin de periodo en IBK en los últimos 3 meses,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk, e_perm_aws.t_dim_jerarquia_productos",ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_cre_ctd_tc_06m,número de incrementos en los 6 últimos meses considerando saldo tarjeta de crédito,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_cre_rattc_ibk_06m,número de incrementos de porcentaje utilización de  tarjeta de crédito en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_cre_sld_ibk_06m,número de incrementos de total en interbank en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_cre_sld_sf_06m,número de incrementos en los 6 últimos meses considerando saldo total,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_dec_ent_sf_pp_06m,número de decrementos en entidades con saldo en el préstamo personal en el sistema financiero en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_dec_ratsf_tc_06m,número de decrementos de porcentaje de utilización de tarjeta de crédito en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_incrlinutil12m,Numero de incrementos de utilizacion de lineas en los u12m,e_perm_aws.t_rsk_fct_tc_stock_cierre_mes,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_incrpas12m_tc,Numero de incrementos de saldo TC en Interbank en los últimos 12 meses.,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk",ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_incrpas_12m,nan,"e_perm_aws.t_fem_all_instr_rsk, e_perm_aws.t_dim_tipo_cambio_rsk",ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_incsldtippas03m,Número de incrementos del saldo pasivo en los últimos 3 meses,e_perm_aws.ds_fs_saldosibk_rsk,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_incsldtippas_12m,Número de incremento saldo tipo pasivo de los 12 meses,e_perm_aws.ds_fs_saldosibk_rsk,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
nro_max_ctd_tc_06m,máximo número de saldos tarjeta de crédito en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_cre_ent_sf_pp_06m,incremento promedio del saldo en entidades con saldo en préstamos en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_cre_ibk_03m,incremento promedio en saldo total en los 3 últimos meses en interbank,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_cre_rat_sf_tc_03m,incremento promedio del porcentaje de utilización de línea tarjeta de crédito en los 3 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_cre_rat_sf_tc_06m,incremento promedio plano del porcentaje utilización de línea tarjeta de crédito en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_cre_ratibk_tc_03m,incremento promedio del porcentaje utilización de línea tarjeta de crédito en los 3 últimos meses en interbank,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_cre_sld_ibk_tc_06m,incremento promedio de saldo tarjeta de crédito considerando los 6 últimos meses en interbank,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_cre_sld_sf_06m,incremento promedio en saldo total en los 6 últimos meses en interbank,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_cre_sld_sf_tc_06m,incremento promedio de saldo tarjeta de crédito considerando los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_csccmilahl03m,Promedio de saldo de cuenta millonaria en los últimos 3 meses,e_perm_aws.ds_fs_saldosibk_rsk,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_ctd_sf_pp_06m,promedio de número de créditos de préstamos en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_dec_ent_sf_pp_06m,decremento promedio del saldo en entidades con saldo en préstamos en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_dec_ibk_06m,decremento promedio en saldo total en interbank en los 6 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
prm_dec_rat_sf_tc_03m,decremento promedio plano del porcentaje utilización de línea tarjeta de crédito en los 3 últimos meses,tbl_rcc_per_inf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-products-mes
flg_clireprogreac,Flag Cli Reprog Re Ac,wkr_po_segm (t_fact_report_rcc_rsk),ibk-fs-acoe-infocli,ibk-fs-group-emp-rskibk-mes
flg_replegsalcst,Indicador si el representante legal presenta saldo castigado,wrk_var_rcc_rl (t_mst_rep_legal_sunat_rsk),ibk-fs-acoe-infocli,ibk-fs-group-emp-rskibk-mes
max_dispctsdoretrepleg,Indica el máxima disminución del porcentaje del saldo retail del representante legal,wrk_var_rcc_rl (t_mst_rep_legal_sunat_rsk),ibk-fs-acoe-infocli,ibk-fs-group-emp-rskibk-mes
max_nroentnonorrepleg06m,Máximo número de entidades no normal en los 6 últimos meses representante legal,wrk_var_rcc_rl (t_mst_rep_legal_sunat_rsk),ibk-fs-acoe-infocli,ibk-fs-group-emp-rskibk-mes
min_sldpas03m_cmpbpeibk,Indica el mínimo saldo pasivo promedio en los 3um,"wrk_var_pasivos (t_fem_all_instr_rsk, t_dim_jerarquia_productos)",ibk-fs-acoe-infocli,ibk-fs-group-emp-rskibk-mes
nro_antneg_react,Número Ant Neg Reactiva,wrk_var_sunat (t_mst_princ_sunat_rsk),ibk-fs-acoe-infocli,ibk-fs-group-emp-rskibk-mes
nro_mesdissdorepleg12m,Indica el número de meses que disminuye el saldo del representante legal en los 12 últimos meses,wrk_var_rcc_rl (t_mst_rep_legal_sunat_rsk),ibk-fs-acoe-infocli,ibk-fs-group-emp-rskibk-mes
